Historical Marker Id	Name of the Marker	County	Dedicated Year	Dedicated Month	Dedicated Day Date	Marker Type	Location Description	Marker Description	Status	Longitude	Latitude	Category	Category Counter	LAT/LONG Location
720	Frederick Douglass (1818-1895)	Chester	2006	2	1	Roadside	West Chester Univ. campus, between Library and Main Hall, facing High St.	Champion of human freedom, African American abolitionist, newspaper editor, U.S. Colored Troops recruiter, U.S. ambassador to Haiti, and orator, Frederick Douglass gave his last public address Against Lynch Law here on February 1, 1895.  A frequent visitor to West Chester, Douglass denounced lynching and bigotry and urged freedom, justice, and equality for all Americans.  The Frederick Douglass Institute here maintains Douglass' legacy.		-75.5973	39.9524	Publishing & Journalism	6	(39.9524, -75.5973)
721	Forbes Road, 1758, Fort Bedford to Fort Duquesne - Fort Dewart McLeans' Encampment (PLAQUE)	Bedford	1930			Plaque	US 30, opposite old shot factory at curve at bottom of hill leading to Ship Hotel, just E of Somerset Co. line (MISSING)	Built by Colonel Henry Bouquet and Garrisoned for several years.  The Forbes Road leads Westward to Edmond's Swamp, 17 miles from Fort Bedford	Missing			Forts	1	
721	Forbes Road, 1758, Fort Bedford to Fort Duquesne - Fort Dewart McLeans' Encampment (PLAQUE)	Bedford	1930			Plaque	US 30, opposite old shot factory at curve at bottom of hill leading to Ship Hotel, just E of Somerset Co. line (MISSING)	Built by Colonel Henry Bouquet and Garrisoned for several years.  The Forbes Road leads Westward to Edmond's Swamp, 17 miles from Fort Bedford	Missing			French & Indian War	2	
721	Forbes Road, 1758, Fort Bedford to Fort Duquesne - Fort Dewart McLeans' Encampment (PLAQUE)	Bedford	1930			Plaque	US 30, opposite old shot factory at curve at bottom of hill leading to Ship Hotel, just E of Somerset Co. line (MISSING)	Built by Colonel Henry Bouquet and Garrisoned for several years.  The Forbes Road leads Westward to Edmond's Swamp, 17 miles from Fort Bedford	Missing			Military	3	
721	Forbes Road, 1758, Fort Bedford to Fort Duquesne - Fort Dewart McLeans' Encampment (PLAQUE)	Bedford	1930			Plaque	US 30, opposite old shot factory at curve at bottom of hill leading to Ship Hotel, just E of Somerset Co. line (MISSING)	Built by Colonel Henry Bouquet and Garrisoned for several years.  The Forbes Road leads Westward to Edmond's Swamp, 17 miles from Fort Bedford	Missing			Roads	4	
722	Forbes Road, 1758, Fort Bedford to Fort Duquesne - Turtle Creek Defile (PLAQUE)	Westmoreland	1930			Plaque	Rt. 22 at Priority Ln., at Post Office, Murrysville	Two and one-half miles to the eastward was located the Washington Camp.  The Forbes Road leads northwestward to the Bouquet Encampment...				French & Indian War	1	
722	Forbes Road, 1758, Fort Bedford to Fort Duquesne - Turtle Creek Defile (PLAQUE)	Westmoreland	1930			Plaque	Rt. 22 at Priority Ln., at Post Office, Murrysville	Two and one-half miles to the eastward was located the Washington Camp.  The Forbes Road leads northwestward to the Bouquet Encampment...				George Washington	2	
722	Forbes Road, 1758, Fort Bedford to Fort Duquesne - Turtle Creek Defile (PLAQUE)	Westmoreland	1930			Plaque	Rt. 22 at Priority Ln., at Post Office, Murrysville	Two and one-half miles to the eastward was located the Washington Camp.  The Forbes Road leads northwestward to the Bouquet Encampment...				Military	3	
722	Forbes Road, 1758, Fort Bedford to Fort Duquesne - Turtle Creek Defile (PLAQUE)	Westmoreland	1930			Plaque	Rt. 22 at Priority Ln., at Post Office, Murrysville	Two and one-half miles to the eastward was located the Washington Camp.  The Forbes Road leads northwestward to the Bouquet Encampment...				Roads	4	
723	Forbes Road, 1758, Fort Bedford to Fort Duquesne - 12 Mile Run Encampment (PLAQUE)	Westmoreland	1930			Plaque	Rt. 30, a half mile east of Rt. 981 (?)	One-half mile west of this marker Forbes Road takes a northerly course to Crab Tree Bottom thence westward toward Turtle Creek Defile.	Missing			French & Indian War	1	
723	Forbes Road, 1758, Fort Bedford to Fort Duquesne - 12 Mile Run Encampment (PLAQUE)	Westmoreland	1930			Plaque	Rt. 30, a half mile east of Rt. 981 (?)	One-half mile west of this marker Forbes Road takes a northerly course to Crab Tree Bottom thence westward toward Turtle Creek Defile.	Missing			Military	2	
723	Forbes Road, 1758, Fort Bedford to Fort Duquesne - 12 Mile Run Encampment (PLAQUE)	Westmoreland	1930			Plaque	Rt. 30, a half mile east of Rt. 981 (?)	One-half mile west of this marker Forbes Road takes a northerly course to Crab Tree Bottom thence westward toward Turtle Creek Defile.	Missing			Roads	3	
740	Early Tavern	Montgomery	1972	9	14	Roadside	General Wayne Inn, 625 Montgomery Ave., Narberth	Opened in 1704, this tavern was known in Colonial times as the William Penn Inn, the Tunis Ordinary and Streeper's Tavern. Familiar to Franklin and Washington, the inn was renamed, shortly after the Revolution, in honor of Gen. Wayne, who had lodged here.		-75.2532	40.009	Inns & Taverns	3	(40.009, -75.2532)
724	Standard Shaft Mine & Coke Works	Westmoreland	2007	4	14	Roadside	Along State St. (SR 2007), Mt. Pleasant Twp.	One of the world's largest coke producing centers operated here from 1883 to 1931. H. C. Frick Coke Company's more than 900 beehive ovens consumed thousands of tons of coal daily. The company publicized itself by exhibiting a scale model of Standard Shaft No. 2 at Chicago's Columbian Exposition in 1893. The largely immigrant work force, exemplary in its productivity, helped shape the culture of the region.		-79.5345	40.1644	Business & Industry	1	(40.1644, -79.5345)
724	Standard Shaft Mine & Coke Works	Westmoreland	2007	4	14	Roadside	Along State St. (SR 2007), Mt. Pleasant Twp.	One of the world's largest coke producing centers operated here from 1883 to 1931. H. C. Frick Coke Company's more than 900 beehive ovens consumed thousands of tons of coal daily. The company publicized itself by exhibiting a scale model of Standard Shaft No. 2 at Chicago's Columbian Exposition in 1893. The largely immigrant work force, exemplary in its productivity, helped shape the culture of the region.		-79.5345	40.1644	Coal	2	(40.1644, -79.5345)
724	Standard Shaft Mine & Coke Works	Westmoreland	2007	4	14	Roadside	Along State St. (SR 2007), Mt. Pleasant Twp.	One of the world's largest coke producing centers operated here from 1883 to 1931. H. C. Frick Coke Company's more than 900 beehive ovens consumed thousands of tons of coal daily. The company publicized itself by exhibiting a scale model of Standard Shaft No. 2 at Chicago's Columbian Exposition in 1893. The largely immigrant work force, exemplary in its productivity, helped shape the culture of the region.		-79.5345	40.1644	Ethnic & Immigration	3	(40.1644, -79.5345)
725	Amedeo Obici (1877-1947)	Luzerne	2007	9	22	Roadside	632 S Main St., Wilkes-Barre	Founded Planters Peanut Company in 1906 with fellow Italian immigrant Mario Peruzzi. Arriving in America at twelve, speaking no English, Obici worked at a local fruit store before opening his own peanut cart. An entrepreneur, he invented new peanut production methods. Planters grew into one of the most widely distributed peanut brands; its Mr. Peanut trademark is universally recognized. Corporate headquarters was located here, 1925-1961.		-75.9009	41.2351	Business & Industry	1	(41.2351, -75.9009)
725	Amedeo Obici (1877-1947)	Luzerne	2007	9	22	Roadside	632 S Main St., Wilkes-Barre	Founded Planters Peanut Company in 1906 with fellow Italian immigrant Mario Peruzzi. Arriving in America at twelve, speaking no English, Obici worked at a local fruit store before opening his own peanut cart. An entrepreneur, he invented new peanut production methods. Planters grew into one of the most widely distributed peanut brands; its Mr. Peanut trademark is universally recognized. Corporate headquarters was located here, 1925-1961.		-75.9009	41.2351	Entrepreneurs	2	(41.2351, -75.9009)
725	Amedeo Obici (1877-1947)	Luzerne	2007	9	22	Roadside	632 S Main St., Wilkes-Barre	Founded Planters Peanut Company in 1906 with fellow Italian immigrant Mario Peruzzi. Arriving in America at twelve, speaking no English, Obici worked at a local fruit store before opening his own peanut cart. An entrepreneur, he invented new peanut production methods. Planters grew into one of the most widely distributed peanut brands; its Mr. Peanut trademark is universally recognized. Corporate headquarters was located here, 1925-1961.		-75.9009	41.2351	Ethnic & Immigration	3	(41.2351, -75.9009)
725	Amedeo Obici (1877-1947)	Luzerne	2007	9	22	Roadside	632 S Main St., Wilkes-Barre	Founded Planters Peanut Company in 1906 with fellow Italian immigrant Mario Peruzzi. Arriving in America at twelve, speaking no English, Obici worked at a local fruit store before opening his own peanut cart. An entrepreneur, he invented new peanut production methods. Planters grew into one of the most widely distributed peanut brands; its Mr. Peanut trademark is universally recognized. Corporate headquarters was located here, 1925-1961.		-75.9009	41.2351	Professions & Vocations	4	(41.2351, -75.9009)
726	John Durang (1768-1822)	Lancaster	2007	9	23	City	126 N Water St., Lancaster	The first American-born professional stage performer, Durang gained fame as a dancer, actor, clown, musician, acrobat, choreographer, and puppeteer. Born in Lancaster near here, he performed in the northeastern US, eventually founding his own company and a theatrical dynasty.		-76.3091	40.0401	Music & Theater	1	(40.0401, -76.3091)
726	John Durang (1768-1822)	Lancaster	2007	9	23	City	126 N Water St., Lancaster	The first American-born professional stage performer, Durang gained fame as a dancer, actor, clown, musician, acrobat, choreographer, and puppeteer. Born in Lancaster near here, he performed in the northeastern US, eventually founding his own company and a theatrical dynasty.		-76.3091	40.0401	Performers	2	(40.0401, -76.3091)
726	John Durang (1768-1822)	Lancaster	2007	9	23	City	126 N Water St., Lancaster	The first American-born professional stage performer, Durang gained fame as a dancer, actor, clown, musician, acrobat, choreographer, and puppeteer. Born in Lancaster near here, he performed in the northeastern US, eventually founding his own company and a theatrical dynasty.		-76.3091	40.0401	Professions & Vocations	3	(40.0401, -76.3091)
727	Harry Kellar (1849-1922)	Erie	2008	5	9	Roadside	Griswold Park, S side of W 13th St., betw. Peach & Sassafras Sts., Erie	Known as the “Dean of American Magicians,” he was mentor and friend to Harry Houdini. Considered the first American magician to become an international star, he performed extensively on five continents, impressing audiences with his elegant theatrical illusions for more than 40 years. He popularized the Vanishing Birdcage effect and perfected the levitation illusion. Born in Erie, he returned to perform many times. His boyhood home stood nearby.		-80.0826	42.1219	Performers	1	(42.1219, -80.0826)
727	Harry Kellar (1849-1922)	Erie	2008	5	9	Roadside	Griswold Park, S side of W 13th St., betw. Peach & Sassafras Sts., Erie	Known as the “Dean of American Magicians,” he was mentor and friend to Harry Houdini. Considered the first American magician to become an international star, he performed extensively on five continents, impressing audiences with his elegant theatrical illusions for more than 40 years. He popularized the Vanishing Birdcage effect and perfected the levitation illusion. Born in Erie, he returned to perform many times. His boyhood home stood nearby.		-80.0826	42.1219	Professions & Vocations	2	(42.1219, -80.0826)
728	C. DeLores Tucker (1927-2005)	Philadelphia	2006	7	22	Roadside	6700 Lincoln Dr., Phila.	Civil rights leader and activist for women. She was the first African American Secretary of State in the nation. Lived here for 47 years. Spearheaded Commission on the Status of Women and championed the PA Equal Rights Amendment, policies on affirmative action, voter registration by mail and lowering the voting age to 18. Led a successful crusade critical of the music industry and lyrics demeaning to women, African Americans, and children.		-75.1926	40.0465	African American	1	(40.0465, -75.1926)
